Dao_title,categories,about,blockchain,followers,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/8392106e2ff53c3a848c7133099faebb.png
moloch dao,"['other', 'other', 'other', 'other', 'other']",molochdao is focused on funding ethereum development in the name of moloch the god of coordination molochdao is decentralized autonomous organization deployed on ethereum mainnet members contribute capital with the sole intention of giving it all away to fund ethereum infrastructure as an essential digital public good,ethereum,13100,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/QHjQmE8P_400x400.png
1hive dao,['Social'],dao that issues and distributes digital currency called honey,gnosis,17100,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/CCeIEmvE_400x400.jpg
daosquare dao,['Investment'],youth explore web we believe in dao because it leads us to find those like minded people and realise each other dreams together,ethereum,32100,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/3CzDQZV2_400x400.jpg
meanfi dao,"['Investment', 'DeFi']",self custody permissionless trustless bank bringing crypto defi to everyday banking,solana,81200,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/SgXEhvrc_400x400.png
dxdao,['DeFi'],bringing to defi established in may of dxdao is highly scalable decentralized autonomous organization focused on developing and governing protocols and dapps in the defi ecosystem,ethereum,11600,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/WIN4zWeA_400x400.jpg
gsr dao,"['other', 'Protocol', 'DeFi']",global leader in digital asset trading and market making,ethereum,9300,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/ZELKvCH-_400x400.jpg
the cult dao,['Collector'],the cult dao cuid is more than collection of curated artwork we are community of nft enthusiasts in which owners can capitalize on investment opportunities across the crypto universe the cult dao cuid is more than collection of curated artwork we are community of nft enthusiasts in which owners can capitalize on investment opportunities across the crypto universe ownership of one cult dao nft serves as an entry ticket to the culd community and equates to one vote in community held votes secondary marketplace royalties finance the dao treasury and these funds are used to invest in stringently researched nfts cryptos and metaverse assets these opportunities which can be presented by any owner are reviewed and presented to the community where cult dao nft owners will decide through voting which projects should be bought sold held please join our discord server and see what this amazing community has to offer,other,0,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/txjNbpja_400x400.jpg
divine dao,['Gaming'],we re building divinedao because we believe that the loot ecosystem needs infrastructure and community built around more effective focused decision making that also respects the philosophies of and accessibility,ethereum,2100,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/MOxWoB61_400x400.jpg
toon dao,"['Collector', 'Social']",providing immediate utility to holders of the collection via giveaways nft merch toys prints etc and funding your projects from within the community to further develop the toon squad brand and ip,ethereum,17800,https://ipfs.io/ipfs/QmdyyXG3P7xDPZUtsb61AkbU3FF9adxBhv1Ez4Kxpe17eH
universal market access dao,['Protocol'],decentralized financial contracts platform built to enable universal market access uma,ethereum,88100,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/afoyozIH_400x400.jpg
dfx dao,"['DeFi', 'Protocol']",decentralized fx protocol optimized for stablecoins,ethereum,12200,https://ipfs.io/ipfs/QmdMnQLdbwQfBmrJeef91K1Qmb8NMxEzEkJpKh8o2FWAtJ
outlier ventures dao,"['Venture Capital', 'Investment', 'Media']",venture platform that supports the development and growth of emerging technologies,ethereum,30800,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/AA6Zqn3R_400x400.jpg
marginswap dao,"['DeFi', 'DAO Tools']",on chain spot and margin trading protocol for crypto assets marginswap is decentralized trading protocol that natively supports spot and cross margin swapping of assets on amms like uniswap and sushiswap using marginswap you can trade wide variety of tokens much like you already do on existing protocols but with leverage,other,0,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/BjsK7PpT_400x400.jpg
lend flare dao,['DeFi'],lend flare allows crv investors to borrow against crvlp with fixed borrow rate and no concern for liquidation due to price fluctuation lend flare is decentralized borrowing platform on ethereum blockchain that allows curve lp holders the borrowers to draw fixed rate fixed term and high ltv loans against curve lp tokens used as collaterals with no concerns for assets being liquidated due to price fluctuation loans are paid out through lend flare from compound platform liquidity providers the lenders who deposit loan liquidity through lendflare on compound platform will receive one of the highest interest rate compared to other current lending platforms,ethereum,3300,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/2MmLzX81_400x400.jpg
hashflow dao,['DeFi'],decentralized settlement layer built on ethereum to enable the development of the next generation of hybrid exchanges,ethereum,182700,https://twitter.com/marginswap/photo
union finance dao,['DeFi'],union is the cornerstone of full stack protection reducing the risks and costs of defi union finance is non kyc peer to peer permissionless protection marketplace that allows users to limit their risk in an active defi strategy users can either buy protection from downside risk event risk or fund liquidity to collect premiums union state of the art protocol has capabilities to secure multi layer risks across smart contracts and protocols in one scalable system,ethereum,4400,https://app.lendflare.finance/logo192.png
stakehaus dao,['Protocol'],stakehaus governs stake the validator token for the xdai blockchain which became the gnosis beacon chain stakehaus is dao by and for the xdai community contributors earn stake and stakers can contribute,gnosis,55800,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/M4iXwrNz_400x400.jpg
harvest finance dao,"['DeFi', 'Investment']",an international cooperative of humble farmers pooling resources together in order to earn defi yields,binance,80900,https://ipfs.io/ipfs/QmVMcqdoS7aKue25CxsvbDP49Q2JgoNa1TVB6F8RXpc2MX
universe dao,"['Collector', 'Gaming', 'Social', 'Media']",the native governance token that controls the xyzdao and the universe protocol,ethereum,30400,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/okSB9hV5_400x400.jpg
polar nodes dao,['other'],our mission is to make you collect nfts nodes which will provide you with games rewards the first fully decentralized node protocol to become,other,0,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/K5dhsFD6_400x400.jpg
80acres dao,"['DeFi', 'Investment', 'other']",build ideas of the blockchain on real land acres is token created on the algorand blockchain as dao token we are able to harness the creativity and collected resources of the community to build something real on acres of land located in oklahoma through voting these ideas are brought into the implementing stage and funding stage the profits generated from the projects are shared to the token holders,other,0,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/zNhrByCE_400x400.jpg
moonbeam dao,['Protocol'],ethereum compatible smart contracts on polkadot parachain,ethereum,353000,https://ipfs.io/ipfs/QmQnLvW1ZVWNWtUhrfwCbRMWWXmFxKS88uhup4JsUGpEEv
guild dao,['DAO Tools'],no code tool for token gated discord,ethereum,37400,https://pbs.twimg.com/profile_images/1525934044126629889/DcSy9cFp_400x400.jpg
gearbox dao,"['Investment', 'DeFi']",gearbox protocol allows anyone to get leverage in decentralized way and use it across various other protocols in composable way margin trading leverage farming and more unique features of gearbox protocol other protocols can offer leverage to their users with the help of gearbox protocol without modifying anything in their own architecture as such they also get exposure to the user base of gearbox positions and trades within credit accounts can be extended to include complex strategies for example making short position farm in yearn or having lp tokens as collateral for more composable actions the leverage offered is not based on synthetic positions but instead is executed with real assets on third party protocols because gearbox does not create its own trading pairs there is no short long ratio that needs to be maintained with funding rates,ethereum,14800,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/hsQWyLHZ_400x400.jpg
retoken dao,"['other', 'other', 'other', 'other']",community st approach to realestate tokenization,polygon,0,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/L8tmHbzm_400x400.jpg
stoner cats dao,"['other', 'other', 'other']",an adult animated short series centered on five house cats who mysteriously become sentient,ethereum,33100,https://pbs.twimg.com/profile_images/1360948697077587968/fbthULId_400x400.jpg
safu.net (dao) dao,"['DeFi', 'Investment']",safu net aim is to bring series of tools for the bsc ecosystem including dex smart contract code scanner liquidity lock and more,binance,5000,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/hpF83wGv_400x400.jpg
frog nation dao,"['other', 'other', 'other', 'other']",in frg we trust,other,0,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/tvt0FJJA_400x400.jpg
zora dao,"['DAO Tools', 'Protocol']",the nft marketplace protocol,ethereum,94000,https://ipfs.io/ipfs/QmQ85yuwc2fmPAuGiRNVt89iGG4PorFW5waUQUUWy6XABR
xdai dao,['DeFi'],stable payments blockchain designed for fast and inexpensive transactions secured by stake governance tokens,ethereum,4700,https://ipfs.io/ipfs/Qmf63ogs2foadA817Q3hHyEL3BtHKX1ZZUseLcQd6Ek1fo
neustreet dao,['Media'],destination for media data and analytics on collectibles,ethereum,1300,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/gUShQtmZ_400x400.jpg
