,Dao_title,categories,about,simdaos,chain
628,DAOHQ - Sneaky Vampire Syndicate DAO,['Social'],"A collection of 8,888 unique Sneaky Vampires living in the lair
 The Sneaky Vampire Syndicate (SVS), from its launch in 2021 has accomplished many great things, and even completed its first initial roadmap within 2 months from mint. We introduced staking into our ecosystem very early on into our NFT journey, and yielded those who staked $BLOOD as a reward for staking both their Vamps and Bats!
","['1Hive', '8DAO', '4k', 'ACryptoS']","['Ethereum', '151.6K']"
629,DAOHQ - Spacemesh DAO,"['Protocol', 'Social']","Open-source programmable cryptocurrency
","['Aave', 'ARCx', 'APWine', 'API3']","['Ethereum', '10.3K']"
630,DAOHQ - BAYC DAO,['Collector'],"Collection of 10000 unique Bored Ape NFTs
","['BAYC', 'Baby Wealthy Club', 'APE DAO', 'Async Art']","['Ethereum', '1.2M']"
631,DAOHQ - PartyDAO,['Service'],"PartyDAO is a community hub for web3 product building. It is currently focused on PartyBid - a tool for permissionless collective purchase, fractionalization and co-ownership of NFTs, already integrated with major NFT marketplaces.
","['80Acres DAO', 'Aragon', 'AngelDAO', 'AladdinDAO']","['Ethereum', '29.0K']"
632,DAOHQ - The Sanctuary DAO,"['Service', 'Grant', 'Venture Capital', 'DAO Tools']","The Sanctuary is focused on developing solutions to the ethical and technical problems that plague the NFT ecosystem.
","['80Acres DAO', 'Aragon', 'AngelDAO', 'AladdinDAO']",['7.2K']
633,DAOHQ - BakerySwap DAO,['DeFi'],"The 1st AMM+NFT exchange on Binance Smart Chain
","['88mph', '80Acres DAO', 'ACryptoS', '1inch Network']","['Binance', '415.5K']"
634,DAOHQ - Chimp Club DAO,"[' chimp.bar Discord  Twitter ', ' chimp.bar', ' Discord ', ' Twitter ']","Chimp Club Treasury coordination. We will delete proposals that do not follow our guidelines.
",[],['30.0']
635,DAOHQ - RAW DAO,['Media'],"The web3.0 photography community for collectors, artists and builders
","['Bears Deluxe', 'CabinDao', 'Ape Poo Club', 'Bankless DAO']",['2.5K']
636,DAOHQ - OrangeDAO,"['Venture Capital', 'Investment', 'Protocol']","A DAO of Y Combinator alumni. We invest in the future of web3. Our 🍊’s name is Juicy Returns.
","['Audacity Fund', 'ForceDAO', 'Carib DAO', 'BuidlersTribe']","['Ethereum', '11.6K']"
637,DAOHQ - Polkadot DAO,"[' polkadot.network Twitter ', ' polkadot.network', ' Twitter ']","Making it easier than ever to create and connect decentralized applications, services, and institutions.
",[],[]
638,DAOHQ - Sommelier Protocol DAO,"['Protocol', 'Media', 'Social']","The new Coprocessor for the Ethereum VM
","['Aave', 'ARCx', 'APWine', 'API3']","['Ethereum', '25.5K']"
639,DAOHQ - Alchemix DAO,['Protocol'],"Spend and save at the same time. Leverage your wealth without risk of liquidation with a self-repaying loan. http://discord.com/invite/alchemix
","['Aave', 'ARCx', 'APWine', 'API3']","['Ethereum', '77.5K']"
640,DAOHQ - CryptoChasers DAO,"[' www.cryptochasers.co Discord  Twitter ', ' www.cryptochasers.co', ' Discord ', ' Twitter ']","A DAO helping new Web3 projects and users grow. Decentralized blockchain activity information sharing and communicating platform.
",[],[]
641,DAOHQ - FTWDAO,"['Collector', 'Social']","A global community of diverse talent and investors on a mission to find, fund and foster diverse founders. Join our founding membership http://ftwdao.com/nft
","['BAYC', 'Baby Wealthy Club', 'APE DAO', 'Async Art']",['181.0']
642,DAOHQ - GnosisGuild DAO,"['DAO Tools', 'Social']","A keeper of the zodiac open standard for DAOs
","['88mph', 'APY Vision', '0x', '1inch Network']","['Ethereum', '6.9K']"
643,DAOHQ - Universal Coffee DAO,['DeFi'],"Universal Coffee Coin (UCC) is the reward point for all the small businesses in the world
","['88mph', '80Acres DAO', 'ACryptoS', '1inch Network']",['Polygon']
644,DAOHQ - Anura DAO,"['DeFi', 'Protocol']","A community governed ecosystem building and incubating new Web3 apps
 We are focused on providing utility and opportunities for stable and consistent yield return for those who participate in our protocol. With a doxed development team and years of collective experience in traditional finance, decentralized finance, and the greater field of technology; we are primed for rapid development and long-term protocol growth.
","['88mph', '80Acres DAO', 'ACryptoS', '1inch Network']","['Avalanche', '883.0']"
645,DAOHQ - Ledger DAO,"[' www.ledger.com Twitter ', ' www.ledger.com', ' Twitter ']","We’re your secure gateway to the Web3 world.  The Nano S Plus and Nano X now come in a range of colors.
",[],[]
646,DAOHQ - ENTROPES DAO,['Collector'],"NFT collection
","['BAYC', 'Baby Wealthy Club', 'APE DAO', 'Async Art']","['Ethereum', '3.7K']"
647,DAOHQ - Phantasia DAO,"[' phantasia.app Discord  Twitter ', ' phantasia.app', ' Discord ', ' Twitter ']","Phantasia offers daily and season long fantasy sports contests all securely stored on the blockchain. Create or join in seconds, then get paid instantly when you win. All for zero fees. Know nothing about crypto or web3? No worries - skip the learning curve and focus on fantasy.
",[],['10.6K']
648,DAOHQ - Etherminators DAO,"[' etherminators.com Discord  Twitter ', ' etherminators.com', ' Discord ', ' Twitter ']","TO INSPIRE PEOPLE AROUND THE WORLD TO FIGHT FOR A DECENTRALIZED, FREE AND OPEN DIGITAL FUTURE FOR EVERYONE.
",[],[]
649,DAOHQ - Agoric DAO,"['DAO Tools', 'DeFi']","A Proof-of-Stake chain utilizing secure JavaScript smart contracts to rapidly build and deploy DeFi.
","['88mph', 'APY Vision', '0x', '1inch Network']","['Ethereum', '39.0K']"
650,DAOHQ - AnimeLoot DAO,['Social'],"Our goal is to create an Isekai Anime led by the community!
","['1Hive', '8DAO', '4k', 'ACryptoS']","['Ethereum', '12.8K']"
651,DAOHQ - DOMANI Governance DAO,['Investment'],"DOMANI is a crypto management protocol  that empowers anyone to mint, trade, redeem and provide liquidity on non-custodial oracle-less tokenized portfolios (XTFs)
 DOMANI is a democratized crypto management protocol that allows you to invest in multiple assets cheaply and easily. Everyone can invest in the best performing portfolios in crypto. If you can’t find one that suits you, create your own and start earning!
","['80Acres DAO', 'Alpha Finance Lab', '8DAO', 'AngelDAO']","['Avalanche', '5.2K']"
652,DAOHQ - Open Shards Alliance DAO,"[' openshards.io Discord  Twitter ', ' openshards.io', ' Discord ', ' Twitter ']","A community validator guild in NEAR ecosystem.
 The OSA is a guild of NEAR enthusiasts comprised of professional validators and StakeWars participants that are dedicated to contribute back to the NEAR ecosystem.
",[],['2.2K']
653,DAOHQ - Magnet DAO,['Investment'],"Magnet DAO is developing an advanced crypto incubator — the goal is simple: cultivate, incubate, and invest.
 
Magnet is an investment, incubation, and build guild. Our token is backed by our
treasury, which we use to build yield on. In addition, 10% of all funds we raise
are used for our innovation fund. This fund is used to invest in, help incubate,
and build innovative new projects. The return on this is then returned to our
MAG token holders.
","['80Acres DAO', 'Alpha Finance Lab', '8DAO', 'AngelDAO']","['Avalanche', '15.1K']"
654,DAOHQ - Upstream DAO,"['DAO Tools', 'Service']","The easiest way to start a DAO | Upstream Collectives are a no-code, full-stack, DAO-in-a-box
 The simplest way to start and manage a DAO. Upstream Collectives support all of the essential functions of a DAO, in one easy-to-use platform that requires no technical experience.
","['88mph', 'APY Vision', '0x', '1inch Network']",['Ethereum']
655,DAOHQ - Blank Foundation DAO,"[' blank.foundation Discord  Twitter ', ' blank.foundation', ' Discord ', ' Twitter ']","Blank is a community art gallery made of 10,000 Blank NFT canvases. You can evolve your Blank NFTs by combining and/or uploading art.
",[],['1.5K']
656,DAOHQ - WORLDWIDE WEBB3 DAO,"['Gaming', 'Metaverse']","The pixel art metaverse
","['Blockade Games', 'Aurory', 'BreederDAO', 'Collar Informer']","['Ethereum', '26.8K']"
657,DAOHQ - Landshare DAO,['Investment'],"Offers tokenized real estate assets on the Binance Smart Chain
","['80Acres DAO', 'Alpha Finance Lab', '8DAO', 'AngelDAO']","['Binance', '49.6K']"
658,DAOHQ - The WizarDAO,"[' www.pixanft.com Discord  Twitter  Whitepaper ', ' www.pixanft.com', ' Discord ', ' Twitter ', ' Whitepaper ']","New decentralized autonomous organization that can directly influence the PixaLyfe ecosystem
",[],"['Ethereum', '1.1K']"
659,DAOHQ - DarkstarDAO,"['Social', 'Media']","If you’re off the bus in the first place — then it won’t make a damn.
 DAO thought leader hosting a moving community bus
","['1Hive', '8DAO', '4k', 'ACryptoS']","['Ethereum', '2.1K']"
660,DAOHQ - Premia DAO,"['DAO Tools', 'DeFi']","Decentralized Options Protocol
","['88mph', 'APY Vision', '0x', '1inch Network']","['Ethereum', '29.0K']"
661,DAOHQ - JonesDAO,['DeFi'],"One-click vaults that enable institutional-grade options strategies.
Unlock liquidity and capital efficiency for DeFi options with vault-backed jAssets.
","['88mph', '80Acres DAO', 'ACryptoS', '1inch Network']",['10.1K']
662,DAOHQ - BreederDAO,"['Gaming', 'Metaverse']","BreederDAO is the NFT asset factory of blockchain games. We provide high-volume asset production, tailored to specification, for some of the largest guilds in the Metaverse so they can supercharge their Play-To-Earn economies.
 A specialist manufacturer of high-quality digital assets used in blockchain-based games and virtual worlds.
","['Blockade Games', 'Aurory', 'BreederDAO', 'Collar Informer']","['Ethereum', '103.4K']"
663,DAOHQ - Witch Token DAO,"['Entertainment', 'Collector']","A step closer to a thriving metaverse economy through NFTs
 With a mission to bridge the gap between the physical world and the metaverse, WITCH is set out to offer a dynamic range of products that will add special value to the lives of future denizens of the metaverse.
","['For Loot And Glory', 'CronoSports', 'DragonMasterDAO', 'DeFi Dinos']",['4.5K']
664,DAOHQ - 8DAO,"['Social', 'Investment']","Our mission is to connect like-minded individuals, those with vast social capital, and community builders to participate in NFT/Web3/DAO space.
 8DAO is a membership-based Social DAO that gathers elites from different industries, and connects like-minded people, people with social capital and community builders to jointly build and invest in the Web3 ecosystem. As a Web3 community, 8DAO will explore the development and opportunities of WEB3, and members share their opinions, suggestions and news. Every week, 8DAO invites well-known NFT collectors, project leaders, and investment institutions in the industry to have in-depth discussions with members on different topics. 8DAO also collaborates with brands, creators and artists to invest and incubate different Web3 projects.
Apply to contribute: https://airtable.com/shrhD2FXyPpKBSTYT
","['1Hive', '8DAO', '4k', 'ACryptoS']",['288.0']
665,DAOHQ - BaconDAO,['Service'],"We are a grassroots guild of thinkers and investors. Helping each other learn and profit in the Crypto world
 BaconDAO (BACON) is a Decentralized Autonomous Organization (DAO) for collaborative learning and investing in Cryptocurrencies. The mission of the organization is to create the largest and most knowledgeable Crypto community, harnessing its group knowledge to help members learn and profit from Cryptocurrencies.
","['80Acres DAO', 'Aragon', 'AngelDAO', 'AladdinDAO']","['Ethereum', '20.7K']"
666,DAOHQ - Secret Foundation DAO,"['DAO Tools', 'Media', 'Social', 'DeFi']","First blockchain with data privacy by default, allowing you to build and use applications that are both permissionless and privacy-preserving
","['88mph', 'APY Vision', '0x', '1inch Network']","['Cosmos', '63.4K']"
667,DAOHQ - Messari DAO,['DAO Tools'],"Providing the top research, metrics, and live data for crypto
","['88mph', 'APY Vision', '0x', '1inch Network']",['286.7K']
668,DAOHQ - Zebec Protocol  DAO,"['DAO Tools', 'Protocol']","Continuous settlement protocol on Solana. Zebec is enabling composable transfer of value starting with Stream Payroll
","['88mph', 'APY Vision', '0x', '1inch Network']","['Solana', '214.5K']"
669,DAOHQ - Nouns Dao,"['Social', 'Collector']","Generative avatar art collective run by a group of crypto misfits
","['1Hive', '8DAO', '4k', 'ACryptoS']","['Ethereum', '79.8K']"
670,DAOHQ - Alatelecoin DAO,"[' www.alashoo.com Discord  Twitter ', ' www.alashoo.com', ' Discord ', ' Twitter ']","alashoo is a decentralized social media dapp. AlatelecoinDAO(aDAO) is a DAO for governing the alashoo protocol. Join us to help building the next crypto era!
",[],['199.0']
671,DAOHQ - SYNC Network DAO,['DeFi'],"We aim to create solutions for a truly #decentralized #NFT space for the #NFTcommunity by the community, fair and independently run
","['88mph', '80Acres DAO', 'ACryptoS', '1inch Network']",['3.7K']
672,DAOHQ - BGANS V2 DAO,"[' bastardganpunks.club Discord  Twitter ', ' bastardganpunks.club', ' Discord ', ' Twitter ']","NFT collection
",[],"['Ethereum', '11.6K']"
673,DAOHQ - TracerDAO,"['DeFi', 'Investment']","Tracer DAO develops, maintains and upgrades Tracers, which are permissionless, parameter-flexible trading tools for DeFi derivatives.
","['88mph', '80Acres DAO', 'ACryptoS', '1inch Network']","['Ethereum', '28.1K']"
674,DAOHQ - MEV Army DAO,"[' mevarmy.x0rart.com Discord  Twitter ', ' mevarmy.x0rart.com', ' Discord ', ' Twitter ']","MEV Army is a collection of shadowy super-coders lurking in the Ethereum dark forest. This is a place for MEV Army NFT holders to vote on community proposals.
",[],[]
675,DAOHQ - Polygon Ecosystem Tokens DAO,"[' amun.com/polygon-defi-basket', ' amun.com/polygon-defi-basket']","Index of best performing tokens on Polygon network
",[],[]
676,DAOHQ - DePocket DAO,"['DAO Tools', 'DeFi']","DeFi dashboard that enables users to manage and monitor cryptocurrency assets and NFT assets easily
","['88mph', 'APY Vision', '0x', '1inch Network']","['Binance', '60.9K']"
