Unnamed: 0,Dao_title,categories,about,simdaos,chain,keyphrases,new_keyphrases
664,DAOHQ - 8DAO,"['Social', 'Investment']","Our mission is to connect like-minded individuals, those with vast social capital, and community builders to participate in NFT/Web3/DAO space.
 8DAO is a membership-based Social DAO that gathers elites from different industries, and connects like-minded people, people with social capital and community builders to jointly build and invest in the Web3 ecosystem. As a Web3 community, 8DAO will explore the development and opportunities of WEB3, and members share their opinions, suggestions and news. Every week, 8DAO invites well-known NFT collectors, project leaders, and investment institutions in the industry to have in-depth discussions with members on different topics. 8DAO also collaborates with brands, creators and artists to invest and incubate different Web3 projects.
Apply to contribute: https://airtable.com/shrhD2FXyPpKBSTYT
","['1Hive', '8DAO', '4k', 'ACryptoS']",['288.0'],"['brands' 'artists' 'investment institutions' 'elites'
 'different industries' 'depth discussions' 'community builders'
 'different web3 projects' 'web3' 'industry' 'people' 'suggestions'
 'mission' 'nft' 'dao space' 'social capital' 'membership'
 'project leaders' 'minded people'
 'https://airtable.com/shrhd2fxyppkbstyt' 'web3 community' 'week'
 'nft collectors' 'opinions' 'news' 'minded individuals' 'web3 ecosystem'
 'opportunities' 'creators' 'social dao' 'development' 'different topics'
 'vast social capital' 'members']",['8DAO' 'Social DAO' 'WEB3' 'community builders' 'social capital']
665,DAOHQ - BaconDAO,['Service'],"We are a grassroots guild of thinkers and investors. Helping each other learn and profit in the Crypto world
 BaconDAO (BACON) is a Decentralized Autonomous Organization (DAO) for collaborative learning and investing in Cryptocurrencies. The mission of the organization is to create the largest and most knowledgeable Crypto community, harnessing its group knowledge to help members learn and profit from Cryptocurrencies.
","['80Acres DAO', 'Aragon', 'AngelDAO', 'AladdinDAO']","['Ethereum', '20.7K']","['bacon' 'organization' 'dao' 'profit' 'crypto world'
 'knowledgeable crypto community' 'grassroots guild' 'investors'
 'group knowledge' 'cryptocurrencies' 'thinkers' 'mission' 'members'
 'decentralized autonomous organization' 'collaborative learning'
 'bacondao']","['BaconDAO' 'Crypto community' 'Cryptocurrencies'
 'Decentralized Autonomous Organization' 'collaborative learning'
 'group knowledge' 'investing']"
666,DAOHQ - Secret Foundation DAO,"['DAO Tools', 'Media', 'Social', 'DeFi']","First blockchain with data privacy by default, allowing you to build and use applications that are both permissionless and privacy-preserving
","['88mph', 'APY Vision', '0x', '1inch Network']","['Cosmos', '63.4K']",['data privacy' 'applications' 'default' 'permissionless' 'privacy'],['blockchain' 'data privacy']
667,DAOHQ - Messari DAO,['DAO Tools'],"Providing the top research, metrics, and live data for crypto
","['88mph', 'APY Vision', '0x', '1inch Network']",['286.7K'],['top research' 'data' 'crypto' 'metrics'],['crypto' 'metrics']
668,DAOHQ - Zebec Protocol  DAO,"['DAO Tools', 'Protocol']","Continuous settlement protocol on Solana. Zebec is enabling composable transfer of value starting with Stream Payroll
","['88mph', 'APY Vision', '0x', '1inch Network']","['Solana', '214.5K']","['continuous settlement protocol' 'value' 'stream payroll' 'solana'
 'zebec' 'composable transfer']","['Continuous settlement protocol' 'Solana' 'Stream Payroll' 'Zebec'
 'composable transfer']"
669,DAOHQ - Nouns Dao,"['Social', 'Collector']","Generative avatar art collective run by a group of crypto misfits
","['1Hive', '8DAO', '4k', 'ACryptoS']","['Ethereum', '79.8K']",['collective run' 'group' 'crypto misfits' 'generative avatar art'],['Generative avatar art collective' 'crypto misfits']
670,DAOHQ - Alatelecoin DAO,"[' www.alashoo.com Discord  Twitter ', ' www.alashoo.com', ' Discord ', ' Twitter ']","alashoo is a decentralized social media dapp. AlatelecoinDAO(aDAO) is a DAO for governing the alashoo protocol. Join us to help building the next crypto era!
",[],['199.0'],"['dao' 'decentralized social media dapp' 'alashoo' 'next crypto era'
 'alashoo protocol' 'alatelecoindao(adao']",['Alatelecoin' 'alashoo' 'decentralized social media d']
671,DAOHQ - SYNC Network DAO,['DeFi'],"We aim to create solutions for a truly #decentralized #NFT space for the #NFTcommunity by the community, fair and independently run
","['88mph', '80Acres DAO', 'ACryptoS', '1inch Network']",['3.7K'],['solutions' 'community' '# nft space' 'nftcommunity'],[]
672,DAOHQ - BGANS V2 DAO,"[' bastardganpunks.club Discord  Twitter ', ' bastardganpunks.club', ' Discord ', ' Twitter ']","NFT collection
",[],"['Ethereum', '11.6K']",['nft collection'],['NFT collection']
673,DAOHQ - TracerDAO,"['DeFi', 'Investment']","Tracer DAO develops, maintains and upgrades Tracers, which are permissionless, parameter-flexible trading tools for DeFi derivatives.
","['88mph', '80Acres DAO', 'ACryptoS', '1inch Network']","['Ethereum', '28.1K']","['upgrades tracers' 'maintains' 'defi derivatives' 'parameter'
 'flexible trading tools' 'permissionless' 'tracer dao']",['Tracer' 'Tracers']
674,DAOHQ - MEV Army DAO,"[' mevarmy.x0rart.com Discord  Twitter ', ' mevarmy.x0rart.com', ' Discord ', ' Twitter ']","MEV Army is a collection of shadowy super-coders lurking in the Ethereum dark forest. This is a place for MEV Army NFT holders to vote on community proposals.
",[],[],"['ethereum' 'community proposals' 'mev army' 'mev army nft holders'
 'dark forest' 'place' 'shadowy super - coders' 'collection']",['Ethereum dark forest' 'MEV Army' 'community proposals']
675,DAOHQ - Polygon Ecosystem Tokens DAO,"[' amun.com/polygon-defi-basket', ' amun.com/polygon-defi-basket']","Index of best performing tokens on Polygon network
",[],[],['index' 'polygon network' 'tokens'],['Polygon network']
676,DAOHQ - DePocket DAO,"['DAO Tools', 'DeFi']","DeFi dashboard that enables users to manage and monitor cryptocurrency assets and NFT assets easily
","['88mph', 'APY Vision', '0x', '1inch Network']","['Binance', '60.9K']",['users' 'defi dashboard' 'nft assets' 'cryptocurrency assets'],['DeFi dashboard' 'NFT assets' 'cryptocurrency assets']
677,DAOHQ - ViperSwap DAO,"[' er.exchange Discord  Twitter ', ' er.exchange', ' Discord ', ' Twitter ']","ViperSwap is a decentralized exchange powered by Harmony’s 2-second finality and extremely low transaction fees
",[],['13.4K'],['viperswap' 'exchange' 'low transaction fees' 'harmony' 'second finality'],['Harmony' 'ViperSwap' 'decentralized exchange' 'transaction fees']
678,DAOHQ - Head Dao,['Collector'],"An NFT collection on which HEAD DAO members receive $HEAD tokens representing the fractional shares of NFTs held in the community vault. Members also get exclusive access to the DAO community, Shamdoo’s cat pics, and voting rights over the DAO’s assets.
","['BAYC', 'Baby Wealthy Club', 'APE DAO', 'Async Art']","['Ethereum', '42.2K']","['rights' 'shamdoo' 'dao community' 'head tokens' 'cat pics'
 'dao ’s assets' 'nft collection' 'members' 'nfts' 'exclusive access'
 'fractional shares' 'community vault' 'head dao members']","['$' 'DAO community' 'HEAD DAO members' 'NFT collection' 'community vault'
 'fractional shares' 'voting rights']"
679,DAOHQ - DIGITALAX DAO,"[' www.digitalax.xyz Discord  Twitter  Whitepaper ', ' www.digitalax.xyz', ' Discord ', ' Twitter ', ' Whitepaper ']","Web3 Fashion & Metaverse Economy
",[],['3.9K'],['metaverse economy' 'fashion'],['Metaverse Economy']
680,DAOHQ - XSwap Protocol DAO,"[' xspswap.finance Twitter ', ' xspswap.finance', ' Twitter ']","The 1st automated market maker built on xdc network. AMM forked from #UniswapV2 for XRC20 tokens built on XDC Network $XSP is our native token.
",[],[],"['xrc20 tokens' 'uniswapv2' 'amm' 'xdc network' 'xsp' 'market maker'
 'native token']",['XDC Network' 'XRC20 tokens' 'automated market maker' 'xdc network']
681,DAOHQ - friesDAO,"['Service', 'Venture Capital']","Franchises & Restaurants Integrated Efficiently & Systematically. We’re a social community buying and financing quick service restaurants around the world.
 friesDAO is a decentralized social experiment where a crypto community builds and governs a fast food franchise empire via wisdom of the crowd.
1.) Buy franchises: we’re a decentralized community that’s pooled $5.4M to buy and/or finance a global network of fast food stores.
2.) Make connections: from crypto enthusiasts to restaurant veterans, we’re developing both friendships and business relationships.
3.) Enjoy perks: receive NFT-enabled perks at our stores in addition to rights to decide on which brands to franchise under.
4.) Create value: discover the power of network effects in real world decision-making to lay the foundations of the next DeFi evolution.
","['About', 'Aragon', 'AngelDAO', 'AladdinDAO', '80Acres DAO']","['Ethereum', '3.8K']","['brands' 'power' 'addition' 'social community buying' 'crowd'
 'next defi evolution' 'franchises' 'foundations'
 'fast food franchise empire' 'create value' 'friendships'
 'restaurants integrated efficiently' 'crypto community'
 'decentralized social experiment' 'perks' 'quick service restaurants'
 'community' 'world' 'nft' 'crypto enthusiasts' 'real world decision'
 'making' 'business relationships' 'friesdao' 'fast food stores' 'wisdom'
 'connections' 'restaurant veterans' 'network effects' 'global network'
 'systematically' 'stores' 'rights']","['business relationships' 'crypto community' 'decentralized community'
 'decentralized social experiment' 'fast food franchise'
 'fast food stores' 'friendships' 'network effects'
 'quick service restaurants' 'social community']"
682,DAOHQ - Linear Finance DAO,['0x3e9bc...11937'],"The first cross-chain compatible, delta-one asset protocol. The first cross-chain compatible, delta-one asset protocol. Trade liquid assets quickly, seamlessly, and cost-effectively with cross-chain composability.
",[],[],"['delta' 'trade' 'cross - chain composability' 'first cross -'
 'liquid assets' 'cost' 'asset protocol']",['liquid assets']
683,DAOHQ - Crypto Plaza DAO,"['Media', 'Social']","Decentralized Space Experience
","['Bears Deluxe', 'CabinDao', 'Ape Poo Club', 'Bankless DAO']","['Ethereum', '6.5K']",['space experience'],['Decentralized Space Experience']
684,DAOHQ - HPB DAO,"['DeFi', 'Protocol']","High Performance Blockchain
","['88mph', '80Acres DAO', 'ACryptoS', '1inch Network']",['3.3K'],['high performance blockchain'],['High Performance Blockchain']
685,DAOHQ - FIAT DAO,"['DeFi', 'Investment']","Unlock liquidity for your DeFi fixed income assets with $FIAT
 FIAT DAO is the on-chain cooperative stewarding the development of the FIAT protocol. FIAT stands for Fixed Income Asset Token. FIAT allows user to mint a singular ERC-20 asset ($FIAT) against a universe of fixed income assets, unlocking liquidity for the duration of the deposit.
","['88mph', '80Acres DAO', 'ACryptoS', '1inch Network']","['Ethereum', '3.2K']","['universe' 'fiat protocol' 'duration' 'development' 'liquidity'
 'fiat dao' 'deposit' 'chain' 'income assets' 'fiat'
 'fixed income asset token' 'asset' 'defi' 'unlock liquidity' 'user']","['FIAT DAO' 'FIAT protocol' 'Fixed Income Asset Token'
 'fixed income assets' 'liquidity']"
686,DAOHQ - OtoCo DAO,['DAO Tools'],"An online company formation and management portal which provides users with a blockchain-based protocol for an automated solution for individuals and entities who choose to form legal entities and manage their funding and governance
","['88mph', 'APY Vision', '0x', '1inch Network']","['Ethereum', '713.0']","['legal entities' 'governance' 'individuals' 'management portal' 'users'
 'solution' 'entities' 'protocol' 'online company formation' 'funding'
 'blockchain']",['management portal']
687,DAOHQ - DAOHaus DAO,['DAO Tools'],"Magic Internet Communities for All We are a no code platform for Moloch DAOs.
","['88mph', 'APY Vision', '0x', '1inch Network']","['Ethereum', '22.2K']",['moloch daos' 'magic internet communities' 'code platform'],['Internet Communities' 'Moloch DAOs']
688,DAOHQ - Beluga Protocol DAO,['DeFi'],"Beluga Protocol is a next-generation yield optimizer on Fantom and Polygon
 Swim with the whales. Yield aggregation done right.
","['About', 'ACryptoS', '88mph', '80Acres DAO', '1inch Network']","['Polygon', '2.8K']","['polygon' 'generation yield optimizer' 'fantom' 'beluga protocol'
 'whales' 'right' 'yield aggregation' 'swim']",['Beluga Protocol' 'Yield aggregation']
689,DAOHQ - MahaDAO,"[' mahadao.com Discord  Twitter ', ' mahadao.com', ' Discord ', ' Twitter ']","Creating an inflation-proof stablecoin with $ARTH and a decentralized economy with $MAHA.
 MahaDAO is a community-powered, decentralized autonomous organization on a mission to empower billions to preserve their purchasing power through the world’s first valuecoin, ARTH.
MahaDAO has a dual token system - governance token MAHA, and the valuecoin ARTH. ARTH maintains its purchasing power regardless of which direction the market moves. More about ARTH can be read on documentation here.
",[],['16.6K'],"['maha' 'governance token maha' 'purchasing power' 'mahadao' 'market'
 'community' 'mission' 'world' 'inflation' 'first valuecoin'
 'valuecoin arth' 'documentation' 'dual token system'
 'autonomous organization' 'billions' 'arth' 'economy' 'proof stablecoin'
 'direction']","['ARTH' 'DAO' 'MAHA' 'aDAO' 'decentralized autonomous organization'
 'decentralized economy' 'dual token system' 'governance token'
 'valuecoin']"
690,DAOHQ - Invisible College DAO,"['DeFi', 'Metaverse', 'Social']","Invisible College is a learning DAO to help web3-curious builders and creators explore and launch web3 projects.\n\nOur community is being powered by an ambitious collection of 10k unique NFT aliens on the ecofriendly Solana blockchain
","['88mph', '80Acres DAO', 'ACryptoS', '1inch Network']","['Solana', '9.1K']","['dao' '10k' 'ambitious collection'
 'launch web3 projects.\\n\\nour community' 'unique nft aliens'
 'invisible college' 'ecofriendly solana blockchain' 'creators' 'web3'
 'curious builders']","['Invisible College' 'ecofriendly Solana blockchain' 'learning DAO'
 'web3 projects']"
691,DAOHQ - Meme.com DAO,['Collector'],"Meme markets & trend exploration. A place to discover the finest memes and trends
 The finest meme markets and trend exploration. An access point to the meme economy","['BAYC', 'Baby Wealthy Club', 'APE DAO', 'Async Art']","['Ethereum', '33.6K']","['meme markets' 'access point' 'trends' 'place' 'finest memes'
 'meme economy' 'finest meme markets' 'trend exploration']",['Meme markets' 'meme economy' 'meme markets' 'trend exploration']
692,DAOHQ - OwlDAO,"['Gaming', 'Entertainment']","Changing the Gaming Industry - OwlDAO is the Top 1 iGaming solution provider for Web 3.0
","['Blockade Games', 'Aurory', 'BreederDAO', 'Collar Informer']","['Binance', '83.8K']",['web' 'igaming solution provider' 'gaming industry' 'owldao'],['OwlDAO' 'iGaming solution provider']
693,DAOHQ - Mechanism Capital DAO,"['Venture Capital', 'Investment', 'DeFi']","Investment firm that invests in the cryptocurrency industry with a focus on decentralized finance or DeFi
","['Audacity Fund', 'ForceDAO', 'Carib DAO', 'BuidlersTribe']","['Ethereum', '29.1K']",['finance' 'investment firm' 'defi' 'focus' 'cryptocurrency industry'],['Investment firm' 'cryptocurrency industry' 'decentralized finance']
694,DAOHQ - Mud Guild Games DAO,['Gaming'],"Taking yield farming to game economies.
","['Blockade Games', 'Aurory', 'BreederDAO', 'Collar Informer']","['Ethereum', '458.0']",['yield farming' 'game economies'],['game economies' 'yield farming']
695,DAOHQ - saffron.finance DAO,['DeFi'],"Welcome to Saffron, a peer-to-peer collateralization and risk exchange protocol. SFI holders decide which proposals are implemented on-chain.
","['88mph', '80Acres DAO', 'ACryptoS', '1inch Network']",['6.9K'],"['saffron' 'peer' 'sfi holders' 'peer collateralization' 'chain'
 'proposals' 'risk exchange protocol']",['Saffron' 'risk exchange protocol']
696,DAOHQ - KaraStar DAO,"['Gaming', 'Metaverse']","Top Metaverse game community in crypto
 KARASTAR TECHNOLOGY PTE. LTD is a Singapore-based blockchain game company that develops blockchain-based metaverse games and GameFi games that enable anyone to own their digital identity and game assets. We have a strong market presence in India, Brazil, Europe, and other regions. The company has a first-rate professional team that includes former senior game development engineers from Zynga, ROBLOX, and other companies, veteran blockchain industry experts with 10 years of experience, and Wall Street mathematical actuaries. Our goal is to create a truly inclusive metaverse for all to enjoy.
","['Blockade Games', 'Aurory', 'BreederDAO', 'Collar Informer']","['Binance', '131.1K']","['company' 'other companies' 'experience' 'other regions' 'wall street'
 'india' 'crypto' 'former senior game development engineers'
 'digital identity' 'europe' 'blockchain' 'veteran' 'professional team'
 'industry experts' 'roblox' 'ltd' 'gamefi games' 'mathematical actuaries'
 'karastar technology pte' 'brazil' 'zynga' 'strong market presence'
 'top metaverse game community' 'blockchain game company' 'goal' 'anyone'
 'game assets' 'years' 'singapore' 'inclusive metaverse' 'rate'
 'metaverse games']","['Brazil' 'Europe' 'GameFi games' 'India' 'KARASTAR TECHNOLOGY' 'ROBLOX'
 'Zynga' 'blockchain' 'blockchain game company' 'digital identity'
 'game assets' 'game community']"
