age,gender,country,city,income,blockchains,category,choice
66,female,UK,Manchester,70000,"['Flow', 'Cardano']","['music', 'books', 'travel', 'finance']",CountryMysteries Historical FictionThe Group Tour The Gap YearTreasury/Debt Instruments Professional Advisory Wealth Management
77,other,US,Philadelphia,70000,"['Solana', 'Ethereum', 'Polygon']","['sports', 'books', 'finance']",Table Tennis VolleyballRomanceTax/Audit Consulting Professional Advisory
58,male,US,Los Angeles,55000,"['Solana', 'Polygon']","['music', 'travel', 'finance']",Rock RhythmandBlues(R&B)The Package HolidayTreasury/Debt Instruments
54,female,UK,Birmingham-Wolverhampton,115000,"['Flow', 'Ethereum', 'Avalanche']","['sports', 'books', 'travel']",Basketball Cricket Field HockeyRomance Science FictionVisiting Friends
15,other,India,Pune,15000,[],"['music', 'sports', 'books', 'travel']",Dubstep Jazz TechnoBadminton Soccer/footballMysteries Fantasy Historical FictionVisiting Friends
91,female,US,NewYorkCity,20000,[],"['music', 'books', 'travel', 'finance']",Dubstep Rock TechnoHistorical Fiction ThrillersEvent TravelWealth Management Insurance Tax/Audit Consulting
41,other,US,San Antonio,65000,"['Solana', 'Cardano', 'Avalanche']","['books', 'travel', 'finance']",ThrillersVisiting Friends Business TravelTreasury/Debt Instruments
95,other,UK,Glasgow,105000,[],"['music', 'sports', 'travel', 'finance']",Pop RhythmandBlues(R&B)Cricket Field Hockey Table TennisThe Caravan/RV Road Trip The Weekend Break The Package HolidayTax/Audit Consulting Professional Advisory
81,female,UK,Glasgow,20000,[],"['music', 'sports', 'travel', 'finance']",Jazz Rock PopBasketball Volleyball BadmintonVisiting FriendsStock Market Wealth Management Mutual Funds
83,other,India,Mumbai,5000,"['Ripple', 'Binance Smart Chain']","['music', 'books', 'finance']",RhythmandBlues(R&B) CountryScience Fiction RomanceStock Market Banking Tax/Audit Consulting
68,female,India,Ahmedabad,5000,"['Solana', 'Cardano', 'Flow']","['books', 'travel', 'finance']",Science Fiction Thrillers FantasyEvent TravelInsurance
66,male,US,Philadelphia,95000,[],"['music', 'sports', 'books', 'travel']",Country JazzTennisFantasy Romance ThrillersVisiting Friends The Package Holiday
74,male,UK,Newcastle,15000,[],"['music', 'books', 'travel']",Country PopRomance Mysteries FantasyVisiting Friends
44,other,India,Chennai,90000,"['Flow', 'Solana']","['music', 'sports', 'books', 'finance']",Dubstep ElectronicDanceMusic CountryTennisRomance Historical Fiction Science FictionInsurance Professional Advisory
86,female,US,Phoenix,110000,"['Ripple', 'Avalanche']","['music', 'sports', 'books', 'travel']",Rock ElectronicDanceMusicTennisThrillersVisiting Friends
77,female,India,Kolkata,50000,"['Flow', 'Ripple', 'Avalanche']","['music', 'books', 'finance']",Rock Country RhythmandBlues(R&B)Fantasy Thrillers RomanceWealth Management Treasury/Debt Instruments Professional Advisory
75,male,US,Houston,30000,"['Ethereum', 'Ripple']","['music', 'books', 'travel', 'finance']",RockThrillersThe Caravan/RV Road Trip The Package Holiday The Weekend BreakProfessional Advisory Insurance Wealth Management
33,other,US,Chicago,50000,[],"['music', 'sports', 'books', 'travel', 'finance']",Country DubstepVolleyball Soccer/football TennisFantasy ThrillersVolunteer TravelTreasury/Debt Instruments Stock Market
59,other,UK,Glasgow,70000,"['Polygon', 'Ripple']","['music', 'sports', 'books', 'travel']",PopTennis Table TennisScience Fiction Romance ThrillersLong Term Slow Travel Event Travel
16,male,India,Hyderabad,20000,"['Avalanche', 'Polygon']","['sports', 'books', 'travel', 'finance']",Table TennisFantasy Science Fiction Historical FictionEvent Travel Long Term Slow Travel The Gap YearMutual Funds Tax/Audit Consulting
46,male,India,Chennai,70000,"['Polygon', 'Avalanche', 'Ripple']","['music', 'sports', 'books', 'travel', 'finance']",Dubstep JazzField Hockey Tennis CricketScience Fiction Historical FictionBusiness TravelMutual Funds Treasury/Debt Instruments Insurance
66,other,US,NewYorkCity,5000,"['Bitcoin', 'Polygon', 'Flow']","['music', 'books', 'travel']",RhythmandBlues(R&B) Dubstep RockHistorical Fiction Thrillers RomanceLong Term Slow Travel The Group Tour
23,male,UK,Leeds-Bradford,55000,"['Bitcoin', 'Ripple', 'Avalanche']",['sports'],Field Hockey Volleyball Badminton
62,female,India,Bangalore,10000,['Flow'],"['music', 'sports', 'books', 'travel']",Pop RhythmandBlues(R&B)Volleyball Table TennisMysteries Fantasy Science FictionThe Package Holiday Volunteer Travel
84,female,US,Houston,105000,[],"['music', 'books', 'travel', 'finance']",PopHistorical Fiction Science Fiction ThrillersThe Package Holiday The Caravan/RV Road TripTreasury/Debt Instruments Professional Advisory Wealth Management
60,female,US,Philadelphia,90000,[],"['music', 'sports', 'books', 'travel']",ElectronicDanceMusic PopVolleyball BasketballHistorical Fiction ThrillersVisiting Friends Volunteer Travel Event Travel
13,male,India,Mumbai,5000,['Binance Smart Chain'],"['music', 'travel', 'finance']",Country Rock DubstepEvent Travel Volunteer Travel Business TravelWealth Management Professional Advisory
52,male,UK,London,30000,[],"['sports', 'books', 'travel', 'finance']",Badminton Table TennisThrillers Romance MysteriesThe Group Tour The Caravan/RV Road Trip The Package HolidayBanking Insurance Treasury/Debt Instruments
73,female,UK,London,70000,"['Ripple', 'Solana']","['music', 'sports', 'travel', 'finance']",TechnoSoccer/football Table TennisEvent TravelTreasury/Debt Instruments
26,female,India,Delhi,65000,"['Flow', 'Ripple', 'Binance Smart Chain']","['music', 'books']",Dubstep CountryRomance Thrillers
15,male,India,Hyderabad,100000,"['Polygon', 'Solana', 'Ripple']","['music', 'sports', 'travel', 'finance']",Country Techno JazzCricket Soccer/football Field HockeyEvent TravelMutual Funds Treasury/Debt Instruments Wealth Management
39,other,UK,Glasgow,5000,"['Polygon', 'Binance Smart Chain']","['music', 'sports', 'travel', 'finance']",PopVolleyball Soccer/football Table TennisThe Caravan/RV Road Trip The Gap YearStock Market Tax/Audit Consulting Wealth Management
98,male,UK,Newcastle,30000,[],"['music', 'sports', 'books', 'travel', 'finance']",CountryTennis Field HockeyFantasyEvent TravelInsurance
66,other,India,Hyderabad,50000,[],"['music', 'sports', 'travel', 'finance']",JazzBadmintonEvent Travel The Weekend BreakMutual Funds Banking
53,male,US,San Antonio,85000,['Ripple'],"['music', 'travel', 'finance']",RockEvent TravelMutual Funds
27,other,India,Chennai,45000,[],"['music', 'sports', 'books', 'travel', 'finance']",Dubstep ElectronicDanceMusic RockBadmintonHistorical Fiction RomanceLong Term Slow Travel Business TravelTreasury/Debt Instruments Insurance Professional Advisory
88,other,US,Chicago,115000,[],"['music', 'sports', 'books', 'travel', 'finance']",RhythmandBlues(R&B)BadmintonThrillers FantasyThe Gap Year Event TravelBanking Wealth Management
88,male,UK,Newcastle,105000,['Ripple'],"['music', 'sports', 'finance']",Jazz CountryVolleyball Basketball Soccer/footballStock Market Tax/Audit Consulting
87,other,US,Los Angeles,105000,[],"['sports', 'travel']",Basketball Soccer/footballBusiness Travel
49,female,India,Chennai,20000,"['Cardano', 'Polygon', 'Flow']",['books'],Science Fiction Mysteries Historical Fiction
44,female,US,Phoenix,15000,"['Cardano', 'Solana']","['music', 'sports', 'books', 'finance']",Rock Dubstep RhythmandBlues(R&B)Field Hockey Tennis Table TennisHistorical FictionTreasury/Debt Instruments
27,male,US,Los Angeles,5000,"['Polygon', 'Flow']","['sports', 'books', 'finance']",Table Tennis Field Hockey Soccer/footballThrillers RomanceProfessional Advisory Wealth Management
76,male,UK,Southampton-Portsmouth,70000,"['Ripple', 'Flow', 'Binance Smart Chain']","['music', 'sports', 'books', 'travel', 'finance']",Dubstep ElectronicDanceMusic TechnoVolleyball Cricket TennisThrillersThe Gap YearTax/Audit Consulting Professional Advisory Banking
12,female,US,NewYorkCity,50000,['Avalanche'],"['music', 'sports', 'books']",Techno JazzSoccer/football BasketballHistorical Fiction Science Fiction
12,female,UK,Manchester,80000,"['Cardano', 'Binance Smart Chain']","['music', 'sports', 'books', 'travel', 'finance']",Techno JazzTable Tennis Tennis VolleyballRomanceThe Gap Year Business Travel The Weekend BreakWealth Management
33,male,US,NewYorkCity,70000,[],"['music', 'sports', 'books', 'travel', 'finance']",Country ElectronicDanceMusicBadmintonHistorical Fiction Romance MysteriesThe Weekend Break The Package HolidayStock Market
95,other,UK,London,20000,"['Ripple', 'Avalanche']","['music', 'sports', 'books', 'finance']",Pop Jazz CountryBadminton VolleyballMysteries RomanceMutual Funds
13,female,UK,London,100000,['Ethereum'],"['sports', 'travel', 'finance']",Soccer/football VolleyballThe Weekend Break The Package HolidayMutual Funds Stock Market Wealth Management
69,female,US,Chicago,30000,['Avalanche'],"['music', 'sports', 'travel', 'finance']",Rock CountryTennis Cricket Soccer/footballThe Gap YearBanking
16,other,US,Chicago,65000,"['Avalanche', 'Binance Smart Chain']","['music', 'books', 'finance']",RhythmandBlues(R&B) RockRomance Science FictionMutual Funds
77,female,US,NewYorkCity,115000,[],"['sports', 'books', 'finance']",Field Hockey Soccer/footballHistorical FictionTreasury/Debt Instruments Insurance Tax/Audit Consulting
22,other,India,Pune,90000,[],"['books', 'travel']",ThrillersThe Caravan/RV Road Trip Business Travel
80,male,UK,Newcastle,45000,"['Ethereum', 'Flow']","['music', 'travel', 'finance']",Dubstep Pop ElectronicDanceMusicThe Group Tour The Caravan/RV Road TripWealth Management Banking Professional Advisory
30,female,UK,Birmingham-Wolverhampton,45000,"['Solana', 'Avalanche']","['music', 'books', 'travel']",CountryMysteriesThe Group Tour Volunteer Travel
93,female,UK,London,85000,"['Bitcoin', 'Cardano']","['sports', 'books', 'travel', 'finance']",Soccer/football Table TennisScience Fiction Mysteries RomanceBusiness TravelTreasury/Debt Instruments
11,female,US,San Antonio,80000,[],"['sports', 'books', 'finance']",Tennis VolleyballFantasy Thrillers Science FictionWealth Management Insurance
82,male,US,Los Angeles,100000,"['Binance Smart Chain', 'Flow', 'Solana']","['music', 'sports', 'travel', 'finance']",Dubstep Country JazzTennis VolleyballEvent Travel Long Term Slow Travel The Group TourTreasury/Debt Instruments
75,female,US,Los Angeles,55000,[],"['music', 'sports', 'books']",DubstepTable Tennis BasketballFantasy
10,female,UK,Southampton-Portsmouth,50000,[],"['sports', 'travel']",Table Tennis Soccer/footballThe Group Tour
82,female,UK,London,10000,"['Solana', 'Avalanche', 'Bitcoin']","['sports', 'books', 'travel']",Table Tennis Field Hockey BadmintonScience Fiction Thrillers Historical FictionLong Term Slow Travel
74,female,UK,Glasgow,85000,['Cardano'],"['music', 'sports', 'books', 'travel']",ElectronicDanceMusic TechnoBasketballScience Fiction Historical Fiction FantasyThe Gap Year
74,other,US,Los Angeles,5000,"['Binance Smart Chain', 'Flow', 'Ethereum']","['sports', 'books', 'travel']",Soccer/football BadmintonThrillers Romance MysteriesVisiting Friends The Gap Year
62,female,UK,London,70000,"['Bitcoin', 'Cardano']","['sports', 'books']",Volleyball CricketFantasy Science Fiction Romance
52,male,US,Chicago,35000,['Flow'],"['music', 'sports', 'travel', 'finance']",RhythmandBlues(R&B) ElectronicDanceMusicField HockeyThe Caravan/RV Road Trip Long Term Slow TravelInsurance
10,male,UK,Newcastle,45000,[],"['music', 'sports', 'books', 'travel']",Country RockField Hockey Cricket Soccer/footballScience Fiction RomanceBusiness Travel
61,other,US,San Antonio,115000,"['Binance Smart Chain', 'Bitcoin']","['sports', 'books', 'travel']",Volleyball Table TennisThrillersVisiting Friends Long Term Slow Travel Volunteer Travel
94,male,India,Kolkata,105000,[],"['books', 'finance']",Science Fiction Thrillers RomanceInsurance Tax/Audit Consulting Stock Market
59,female,UK,Birmingham-Wolverhampton,80000,['Polygon'],"['music', 'sports', 'books', 'travel', 'finance']",PopVolleyball Soccer/footballRomance FantasyThe Group TourProfessional Advisory
86,male,US,Chicago,85000,"['Cardano', 'Ripple']","['music', 'sports', 'books', 'travel', 'finance']",ElectronicDanceMusicField HockeyThrillersBusiness Travel Event Travel The Caravan/RV Road TripTreasury/Debt Instruments Wealth Management Insurance
16,other,UK,Newcastle,45000,"['Solana', 'Binance Smart Chain']","['music', 'books']",Techno ElectronicDanceMusicFantasy Science Fiction Thrillers
14,other,India,Bangalore,55000,"['Cardano', 'Bitcoin', 'Ethereum']","['music', 'sports', 'travel']",DubstepCricket Volleyball BadmintonThe Caravan/RV Road Trip The Gap Year Visiting Friends
44,male,India,Mumbai,75000,['Bitcoin'],"['music', 'sports', 'books', 'finance']",Pop JazzTennis Soccer/footballScience Fiction Historical FictionBanking
39,other,UK,London,55000,[],"['music', 'sports', 'books', 'travel', 'finance']",Pop JazzField Hockey Volleyball Table TennisThrillers Historical Fiction RomanceEvent TravelTreasury/Debt Instruments Professional Advisory
15,other,India,Delhi,80000,"['Avalanche', 'Cardano']","['sports', 'books', 'travel']",Badminton Table TennisScience Fiction Thrillers RomanceThe Group Tour
12,female,UK,London,30000,"['Polygon', 'Avalanche', 'Flow']","['music', 'sports', 'books', 'finance']",RhythmandBlues(R&B) Pop RockBasketball TennisThrillers Fantasy Science FictionTax/Audit Consulting Wealth Management Treasury/Debt Instruments
74,female,US,Philadelphia,55000,[],"['books', 'travel', 'finance']",FantasyThe Caravan/RV Road TripTax/Audit Consulting Treasury/Debt Instruments
95,other,US,Phoenix,35000,[],"['music', 'sports', 'travel']",JazzField Hockey Tennis Table TennisThe Group Tour Visiting Friends The Caravan/RV Road Trip
71,male,India,Kolkata,80000,"['Ethereum', 'Solana']","['music', 'sports', 'books', 'travel', 'finance']",ElectronicDanceMusicBasketball Table TennisHistorical FictionThe Weekend BreakWealth Management Banking Treasury/Debt Instruments
20,female,US,San Antonio,85000,"['Polygon', 'Solana']","['music', 'books', 'travel', 'finance']",Country JazzThrillers Historical FictionThe Weekend Break Event Travel Long Term Slow TravelWealth Management
45,female,UK,London,100000,['Ethereum'],"['music', 'sports', 'finance']",RhythmandBlues(R&B) PopCricket BadmintonTax/Audit Consulting Insurance
19,female,UK,Newcastle,20000,"['Avalanche', 'Cardano']","['books', 'travel', 'finance']",Mysteries FantasyThe Caravan/RV Road Trip Event TravelTreasury/Debt Instruments
22,male,UK,Glasgow,50000,['Bitcoin'],"['sports', 'books', 'travel']",Soccer/football BadmintonRomance Thrillers Science FictionLong Term Slow Travel The Caravan/RV Road Trip Business Travel
71,male,UK,Birmingham-Wolverhampton,15000,"['Flow', 'Binance Smart Chain', 'Ripple']","['music', 'sports', 'books', 'travel', 'finance']",ElectronicDanceMusicTennisHistorical FictionThe Group Tour Event TravelInsurance Mutual Funds
42,female,India,Delhi,105000,"['Ethereum', 'Ripple']","['music', 'sports', 'books']",Dubstep RhythmandBlues(R&B)Volleyball Badminton Soccer/footballThrillers Fantasy
13,female,UK,London,20000,['Ethereum'],"['music', 'sports', 'books', 'travel', 'finance']",ElectronicDanceMusic DubstepTable Tennis VolleyballFantasy Mysteries Science FictionVolunteer Travel The Gap Year The Package HolidayWealth Management
42,other,India,Delhi,85000,"['Ripple', 'Bitcoin', 'Flow']","['music', 'sports', 'books', 'finance']",ElectronicDanceMusic PopBadmintonRomance Science FictionBanking
46,male,UK,London,20000,['Binance Smart Chain'],"['music', 'sports', 'books', 'travel', 'finance']",RhythmandBlues(R&B)VolleyballMysteries Thrillers RomanceThe Group TourInsurance Banking Professional Advisory
97,other,UK,Liverpool,5000,[],"['music', 'sports', 'books', 'travel', 'finance']",DubstepVolleyball Table TennisHistorical Fiction Fantasy MysteriesVisiting Friends The Gap YearTax/Audit Consulting
88,other,US,San Antonio,85000,['Solana'],"['music', 'sports', 'books', 'travel', 'finance']",CountrySoccer/football Table Tennis CricketFantasy Historical Fiction MysteriesThe Gap YearMutual Funds Stock Market Insurance
70,female,UK,Glasgow,40000,['Bitcoin'],"['music', 'sports', 'books', 'travel', 'finance']",Pop RhythmandBlues(R&B) JazzTable TennisMysteriesLong Term Slow TravelInsurance Tax/Audit Consulting
61,female,US,Houston,100000,[],"['music', 'sports']",RhythmandBlues(R&B) JazzSoccer/football
66,male,India,Ahmedabad,65000,"['Bitcoin', 'Cardano']","['sports', 'books', 'travel', 'finance']",Tennis CricketThrillers Science FictionEvent Travel The Caravan/RV Road TripTreasury/Debt Instruments Banking
